UniProt File Name	Taxon ID	Domain	Scientific Name	Common Name (when available)	Synonym (when available)	Organism Code
UP000297861_45254	45254	Bacteria	Dysgonomonas capnocytophagoides	N/A	N/A	None
UP000297890_2305248	2305248	Bacteria	Candidatus Macondimonas diazotrophica	N/A	N/A	None
UP000297900_652876	652876	Bacteria	Cohnella luojiensis	N/A	N/A	None
UP000297903_1259182	1259182	Bacteria	Cryobacterium sp. MDB2-A-2	N/A	N/A	None
UP000297948_1701085	1701085	Bacteria	Streptomyces palmae	N/A	N/A	None
UP000297972_2560053	2560053	Bacteria	Paracoccus liaowanqingii	N/A	N/A	None
UP000297975_94137	94137	Bacteria	Filobacillus milosensis	N/A	N/A	None
UP000297982_192814	192814	Bacteria	Halobacillus salinus	N/A	N/A	None
UP000297995_1967501	1967501	Bacteria	Shinella sumterensis	N/A	N/A	None
UP000298049_2259620	2259620	Bacteria	Hydrocarboniclastica marina	N/A	N/A	None
UP000298050_2562682	2562682	Bacteria	Haliea sp. SAOS-164	N/A	N/A	None
UP000298121_2558278	2558278	Bacteria	Barnesiella sp. WM24	N/A	N/A	None
UP000298133_2559237	2559237	Bacteria	Gammaproteobacteria bacterium LSUCC0057	N/A	N/A	None
UP000298179_2558362	2558362	Bacteria	Jiella endophytica	N/A	N/A	None
UP000298191_2558284	2558284	Bacteria	Streptococcus sp. WM07	N/A	N/A	None
UP000298196_436295	436295	Bacteria	Salmonella enterica subsp. enterica serovar Poona	N/A	N/A	None
UP000298197_2559608	2559608	Bacteria	Blastococcus sp. CT_GayMR19	N/A	N/A	None
UP000298203_2558277	2558277	Bacteria	Granulicatella sp. WM01	N/A	N/A	None
UP000298213_2555898	2555898	Bacteria	Sphingomonas parva	N/A	N/A	None
UP000298218_41988	41988	Bacteria	Cryobacterium psychrophilum	N/A	N/A	None
UP000298246_1967502	1967502	Bacteria	Paenibacillus athensensis	N/A	N/A	None
UP000298299_2559606	2559606	Bacteria	Blastococcus sp. AZ43	N/A	N/A	None
UP000298313_1259157	1259157	Bacteria	Cryobacterium sp. Hh4	N/A	N/A	None
UP000298324_78350	78350	Bacteria	Pelotomaculum schinkii	N/A	N/A	None
UP000298325_1697557	1697557	Bacteria	Marinobacter confluentis	N/A	N/A	None
UP000298347_1465501	1465501	Bacteria	Sporolactobacillus shoreae	N/A	N/A	None
UP000298358_300019	300019	Bacteria	Microbacterium paludicola	N/A	N/A	None
UP000298381_2562294	2562294	Bacteria	Soehngenia longivitae	N/A	N/A	None
UP000298410_2552983	2552983	Bacteria	Candidatus Marinimicrobia bacterium MT.SAG.2	N/A	N/A	None
UP000298433_1259262	1259262	Bacteria	Cryobacterium sp. TmT2-48-2	N/A	N/A	None
UP000298438_2561931	2561931	Bacteria	Massilia arenosa	N/A	N/A	None
UP000298460_2018669	2018669	Bacteria	Desulfosporosinus fructosivorans	N/A	N/A	None
UP000298484_175306	175306	Bacteria	Lentibacillus salicampi	N/A	N/A	None
UP000298488_433647	433647	Bacteria	Terrimesophilobacter mesophilus	N/A	N/A	None
UP000298517_708091	708091	Bacteria	Gramella jeungdoensis	N/A	N/A	None
UP000298588_2570229	2570229	Bacteria	Phreatobacter sp. NMCR1094	N/A	N/A	None
UP000298602_980445	980445	Bacteria	Desulfoglaeba alkanexedens ALDC	N/A	N/A	None
UP000298615_2571750	2571750	Bacteria	Vagococcus zengguangii	N/A	N/A	None
UP000298631_2500533	2500533	Bacteria	Pseudorhodobacter turbinis	N/A	N/A	None
UP000298636_2315800	2315800	Bacteria	Buchnera aphidicola (Stegophylla sp.)	N/A	N/A	None
UP000298650_2489212	2489212	Bacteria	Microbacterium sp. RG1	N/A	N/A	None
UP000298656_2571746	2571746	Bacteria	Burkholderia sp. DHOD12	N/A	N/A	None
UP000298677_1241833	1241833	Bacteria	Buchnera aphidicola (Anoecia oenotherae)	N/A	N/A	None
UP000298685_1241878	1241878	Bacteria	Buchnera aphidicola (Sarucallis kahawaluokalani)	N/A	N/A	None
UP000298714_1763828	1763828	Bacteria	Hankyongella ginsenosidimutans	N/A	N/A	None
UP000298752_2575923	2575923	Bacteria	Brevibacterium sp. CS2	N/A	N/A	None
UP000298760_28449	28449	Bacteria	Neisseria subflava	N/A	N/A	NEISU
UP000298782_1315998	1315998	Bacteria	Buchnera aphidicola (Thelaxes californica)	N/A	N/A	None
UP000300879_2565926	2565926	Bacteria	Paenibacillus algicola	N/A	N/A	None
UP000301626_2571029	2571029	Bacteria	Brachybacterium sp. SGAir0954	N/A	N/A	None
UP000301751_2315236	2315236	Bacteria	Aquabacterium pictum	N/A	N/A	None
UP000302163_2579935	2579935	Bacteria	Jejubacter calystegiae	N/A	N/A	None
UP000303242_2571030	2571030	Bacteria	Pontibacter sp. SGAir0037	N/A	N/A	None
UP000304864_2580412	2580412	Bacteria	Thiomicrorhabdus sediminis	N/A	N/A	None
UP000304912_2572577	2572577	Bacteria	Salinimonas iocasae	N/A	N/A	None
UP000304990_2569761	2569761	Bacteria	Nocardioides sp. GY 10113	N/A	N/A	None
UP000305124_2560052	2560052	Bacteria	Arthrobacter sp. CAU 1506	N/A	N/A	None
UP000305233_1529066	1529066	Bacteria	Arthrobacter echini	N/A	N/A	None
UP000305282_2699483	2699483	Bacteria	Candidatus Frankia alpina	N/A	N/A	None
UP000305398_2502781	2502781	Bacteria	Hymenobacter jejuensis	N/A	N/A	None
UP000305401_2498093	2498093	Bacteria	Muribaculaceae bacterium	N/A	N/A	None
UP000305451_1133559	1133559	Bacteria	Marinicauda pacifica	N/A	N/A	None
UP000305546_2547244	2547244	Bacteria	Amycolatopsis alkalitolerans	N/A	N/A	None
UP000305560_1840703	1840703	Bacteria	Blastococcus sp. CCUG 61487	N/A	N/A	None
UP000305654_2683649	2683649	Bacteria	Lichenicoccus roseus	N/A	N/A	None
UP000305675_2569539	2569539	Bacteria	Ferrimonas aestuarii	N/A	N/A	None
UP000305685_2490847	2490847	Bacteria	Ensifer sp. MPMI2T	N/A	N/A	None
UP000305709_687525	687525	Bacteria	Rubellimicrobium roseum	N/A	N/A	None
UP000305723_2572036	2572036	Bacteria	Beijerinckiaceae bacterium RH AL1	N/A	N/A	None
UP000305739_2567896	2567896	Bacteria	Polyangium aurulentum	N/A	N/A	None
UP000305760_2546226	2546226	Bacteria	Arenimonas terrae	N/A	N/A	None
UP000305778_2571141	2571141	Bacteria	Streptomyces oryziradicis	N/A	N/A	None
UP000305792_2126555	2126555	Bacteria	Glycomyces paridis	N/A	N/A	None
UP000305848_2575867	2575867	Bacteria	Ilyomonas limi	N/A	N/A	None
UP000305887_2585369	2585369	Bacteria	Rubellimicrobium rubrum	N/A	N/A	None
UP000305888_2579971	2579971	Bacteria	Paroceanicella profunda	N/A	N/A	None
UP000305939_1227945	1227945	Bacteria	Robertkochia marina	N/A	N/A	None
UP000306069_2040651	2040651	Bacteria	Campylobacter sp. MIT 12-5580	N/A	N/A	None
UP000306113_1294297	1294297	Bacteria	Youngimonas vesicularis	N/A	N/A	None
UP000306192_2056433	2056433	Bacteria	Subtercola vilae	N/A	N/A	None
UP000306196_2576071	2576071	Bacteria	Phragmitibacter flavus	N/A	N/A	None
UP000306236_2562762	2562762	Bacteria	Lampropedia aestuarii	N/A	N/A	None
UP000306240_2491344	2491344	Bacteria	bacterium NHP-B	N/A	N/A	None
UP000306317_75310	75310	Bacteria	Rhodanobacter lindaniclasticus	N/A	N/A	None
UP000306409_2488810	2488810	Bacteria	Ruminiclostridium herbifermentans	N/A	N/A	None
UP000306420_87458	87458	Bacteria	Ruoffia tabacinasalis	N/A	N/A	None
UP000306575_420403	420403	Bacteria	Pelagicola litoralis	N/A	N/A	None
UP000306585_2528639	2528639	Bacteria	Mariprofundus erugo	N/A	N/A	None
UP000306602_2499833	2499833	Bacteria	Aliishimia ponticola	N/A	N/A	None
UP000306628_1642303	1642303	Bacteria	Nonomuraea zeae	N/A	N/A	None
UP000306709_2576038	2576038	Bacteria	Cohaesibacter sp. CAU 1516	N/A	N/A	None
UP000306734_2562948	2562948	Bacteria	Alcaligenaceae bacterium 429	N/A	N/A	None
UP000306753_1056496	1056496	Bacteria	Pseudomonas nosocomialis	N/A	N/A	None
UP000306808_2571155	2571155	Bacteria	Sphingobacterium olei	N/A	N/A	None
UP000306872_2528631	2528631	Bacteria	Puteibacter caeruleilacunae	N/A	N/A	None
UP000306888_84031	84031	Bacteria	Clostridium sartagoforme	N/A	N/A	None
UP000306911_2569542	2569542	Bacteria	Desulfopila sp. IMCC35006	N/A	N/A	None
UP000306912_2579976	2579976	Bacteria	Culicoidibacter larvae	N/A	N/A	None
UP000306924_2567881	2567881	Bacteria	Citricoccus sp. SGAir0253	N/A	N/A	None
UP000306985_2576308	2576308	Bacteria	Nakamurella flava	N/A	N/A	None
UP000307000_162496	162496	Bacteria	Glutamicibacter creatinolyticus	N/A	N/A	None
UP000307087_574700	574700	Bacteria	Nocardioides caeni	N/A	N/A	None
UP000307168_2570926	2570926	Bacteria	Labilibacter sediminis	N/A	N/A	None
UP000307244_2571272	2571272	Bacteria	Pedobacter frigoris	N/A	N/A	None
UP000307332_2563102	2563102	Bacteria	Streptomyces sp. A1136	N/A	N/A	None
UP000307380_2565934	2565934	Bacteria	Glaciibacter flavus	N/A	N/A	None
UP000307430_2582917	2582917	Bacteria	Klebsiella indica	N/A	N/A	None
UP000307467_343240	343240	Bacteria	thiotrophic endosymbiont of Bathymodiolus puteoserpentis (Logatchev)	N/A	N/A	None
UP000307507_2565924	2565924	Bacteria	Flavobacterium supellecticarium	N/A	N/A	None
UP000307602_2559571	2559571	Bacteria	Flavivirga rizhaonensis	N/A	N/A	None
UP000307657_2565367	2565367	Bacteria	Pontimicrobium aquaticum	N/A	N/A	None
UP000307702_2304625	2304625	Bacteria	Colwellia ponticola	N/A	N/A	None
UP000307749_993689	993689	Bacteria	Metallibacterium scheffleri	N/A	N/A	None
UP000307775_371142	371142	Bacteria	Sphingobacterium daejeonense	N/A	N/A	None
UP000307943_1172614	1172614	Bacteria	Paenibacillus hemerocallicola	N/A	N/A	None
UP000307956_2565932	2565932	Bacteria	Azoarcus rhizosphaerae	N/A	N/A	None
UP000307999_2572245	2572245	Bacteria	Thalassotalea mangrovi	N/A	N/A	None
UP000308054_2029849	2029849	Bacteria	Marinicauda algicola	N/A	N/A	None
UP000308149_2202149	2202149	Bacteria	Thermomonas aquatica	N/A	N/A	None
UP000308181_2571271	2571271	Bacteria	Pedobacter cryophilus	N/A	N/A	None
UP000308193_2569762	2569762	Bacteria	Nocardioides sp. GY 10127	N/A	N/A	None
UP000308209_2569543	2569543	Bacteria	Desulforhopalus sp. IMCC35007	N/A	N/A	None
UP000308230_2574798	2574798	Bacteria	Alkalihalobacillus caeni	N/A	N/A	None
UP000308406_2562581	2562581	Bacteria	Streptomyces sp. RKND-216	N/A	N/A	None
UP000308430_2565930	2565930	Bacteria	Azoarcus nasutitermitis	N/A	N/A	None
UP000308489_1498	1498	Bacteria	Hathewaya histolytica	Clostridium histolyticum	N/A	HATHI
UP000308508_215690	215690	Bacteria	Thermomonas fusca	N/A	N/A	None
UP000308550_35761	35761	Bacteria	Nocardioides sp.	N/A	N/A	None
UP000308697_2571125	2571125	Bacteria	Streptomyces piniterrae	N/A	N/A	None
UP000308705_2575442	2575442	Bacteria	Herbidospora galbida	N/A	N/A	None
UP000308713_2583814	2583814	Bacteria	Tamlana fucoidanivorans	N/A	N/A	None
UP000308760_2570927	2570927	Bacteria	Glycomyces buryatensis	N/A	N/A	None
UP000308886_2030927	2030927	Bacteria	Bacteroidales bacterium	N/A	N/A	None
UP000308891_2563443	2563443	Bacteria	Crenobacter intestini	N/A	N/A	None
UP000308917_1330072	1330072	Bacteria	Lampropedia puyangensis	N/A	N/A	None
UP000309033_2576905	2576905	Bacteria	Microbispora fusca	N/A	N/A	None
UP000309061_391905	391905	Bacteria	Methylocystis heyeri	N/A	N/A	None
UP000309120_2583851	2583851	Bacteria	Elizabethkingia sp. JS20170427COW	N/A	N/A	None
UP000309133_2565933	2565933	Bacteria	Naasia lichenicola	N/A	N/A	None
UP000309138_2572576	2572576	Bacteria	Sphingomonas sp. L-1-4w-11	N/A	N/A	None
UP000309215_889272	889272	Bacteria	Polyangium fumosum	N/A	N/A	None
UP000309389_2489173	2489173	Bacteria	Alteraurantiacibacter aquimixticola	N/A	N/A	None
UP000309450_1445661	1445661	Bacteria	Gemmobacter aestuarii	N/A	N/A	None
UP000309454_747645	747645	Bacteria	Parvibacter caecicola	N/A	N/A	None
UP000309550_2562655	2562655	Bacteria	Sulfitobacter sabulilitoris	N/A	N/A	None
UP000309626_1052212	1052212	Bacteria	Bathymodiolus heckerae thiotrophic gill symbiont	N/A	N/A	None
UP000309647_2582905	2582905	Bacteria	Nocardioides sp. S-1144	N/A	N/A	None
UP000309668_2486356	2486356	Bacteria	Qipengyuania marisflavi	N/A	N/A	None
UP000309673_2564100	2564100	Bacteria	Cohnella pontilimi	N/A	N/A	None
UP000309676_2582848	2582848	Bacteria	Paenibacillus antri	N/A	N/A	None
UP000309864_1966466	1966466	Bacteria	Paracoccus aeridis	N/A	N/A	None
UP000310016_2571148	2571148	Bacteria	Chitiniphilus eburneus	N/A	N/A	None
UP000310017_2583587	2583587	Bacteria	Aggregatimonas sangjinii	N/A	N/A	None
UP000310134_2541728	2541728	Bacteria	Carideicomes alvinocaridis	N/A	N/A	None
UP000310168_2528966	2528966	Bacteria	Brachyspira catarrhinii	N/A	N/A	None
UP000310227_2562283	2562283	Bacteria	Sinimarinibacterium sp. CAU 1509	N/A	N/A	None
UP000310263_2011094	2011094	Bacteria	Coriobacteriaceae bacterium	N/A	N/A	None
UP000310314_2578118	2578118	Bacteria	Maribacter algarum	N/A	N/A	None
UP000310334_2567941	2567941	Bacteria	Metabacillus sediminilitoris	N/A	N/A	None
UP000310406_2530200	2530200	Bacteria	Muricauda alvinocaridis	N/A	N/A	None
UP000310477_2571270	2571270	Bacteria	Pedobacter cryotolerans	N/A	N/A	None
UP000310490_2136173	2136173	Bacteria	Streptomyces sp. So13.3	N/A	N/A	None
UP000310506_2508885	2508885	Bacteria	Vagococcus silagei	N/A	N/A	None
UP000310616_2563100	2563100	Bacteria	Streptomyces sp. A0642	N/A	N/A	None
UP000310636_2565925	2565925	Bacteria	Cohnella fermenti	N/A	N/A	None
UP000310770_43143	43143	Bacteria	Tissierella creatinini	N/A	N/A	None
UP000311605_1395944	1395944	Bacteria	Rhizobium smilacinae	N/A	N/A	None
UP000312032_1448266	1448266	Bacteria	Corynebacterium tapiri	N/A	N/A	None
UP000312512_2219224	2219224	Bacteria	Nonomuraea phyllanthi	N/A	N/A	None
UP000312852_2584466	2584466	Bacteria	Mesorhizobium sp. 8	N/A	N/A	None
UP000313231_1517589	1517589	Bacteria	Nocardioides albidus	N/A	N/A	None
UP000313849_676201	676201	Bacteria	Miniimonas arenae	N/A	N/A	None
UP000314011_2588711	2588711	Bacteria	Pelagovum pacificum	N/A	N/A	None
UP000315003_2528025	2528025	Bacteria	Planctomycetes bacterium SV_7m_r	N/A	N/A	None
UP000315006_1898978	1898978	Bacteria	Hymenobacter sp.	N/A	N/A	None
UP000315010_2527986	2527986	Bacteria	Planctomycetes bacterium CA13	N/A	N/A	None
UP000315017_2528021	2528021	Bacteria	Anatilimnocola aggregata	N/A	N/A	None
UP000315037_2558360	2558360	Bacteria	Oecophyllibacter saccharovorans	N/A	N/A	None
UP000315133_125288	125288	Bacteria	Ornithinimicrobium humiphilum	N/A	N/A	None
UP000315167_985012	985012	Bacteria	Luteimonas cucumeris	N/A	N/A	None
UP000315195_2572881	2572881	Bacteria	Herbaspirillum sp. SJZ107	N/A	N/A	None
UP000315201_353852	353852	Bacteria	Mycoplasma nasistruthionis	N/A	N/A	None
UP000315215_2594883	2594883	Bacteria	Radiobacillus deserti	N/A	N/A	None
UP000315235_2593654	2593654	Bacteria	Pseudomonas mangiferae	N/A	N/A	None
UP000315241_2528033	2528033	Bacteria	Candidatus Brocadiaceae bacterium S225	N/A	N/A	None
UP000315252_2591009	2591009	Bacteria	Denitrobaculum tricleocarpae	N/A	N/A	None
UP000315271_935283	935283	Bacteria	Luteimonas sp. J16	N/A	N/A	None
UP000315343_130788	130788	Bacteria	Sedimentibacter saalensis	N/A	N/A	None
UP000315375_2592070	2592070	Bacteria	Elioraea sp. Yellowstone	N/A	N/A	None
UP000315388_215590	215590	Bacteria	Brucella gallinifaecis	N/A	N/A	None
UP000315389_13243	13243	Bacteria	Rarobacter faecitabidus	N/A	N/A	RARFA
UP000315395_2594265	2594265	Bacteria	Ornithinimicrobium ciconiae	N/A	N/A	None
UP000315429_2594437	2594437	Bacteria	Flavobacterium sp. GT3R68	N/A	N/A	None
UP000315439_2592383	2592383	Bacteria	Aliikangiella coralliicola	N/A	N/A	None
UP000315440_2527991	2527991	Bacteria	Pseudobythopirellula maris	N/A	N/A	None
UP000315466_1411316	1411316	Bacteria	Pedobacter sp.	N/A	N/A	None
UP000315471_2527966	2527966	Bacteria	Novipirellula aureliae	N/A	N/A	None
UP000315499_306	306	Bacteria	Pseudomonas sp.	N/A	N/A	PSESP
UP000315532_28214	28214	Bacteria	Sphingomonas sp.	N/A	N/A	SPHSX
UP000315540_2589995	2589995	Bacteria	Aquimarina algicola	N/A	N/A	None
UP000315597_2578108	2578108	Bacteria	Inquilinus sp. KBS0705	N/A	N/A	None
UP000315628_415218	415218	Bacteria	Marihabitans asiaticum	N/A	N/A	None
UP000315636_910412	910412	Bacteria	Melghirimyces algeriensis	N/A	N/A	None
UP000315648_2597822	2597822	Bacteria	Rariglobus hedericola	N/A	N/A	None
UP000315673_1813879	1813879	Bacteria	Sphingomonas panacisoli	N/A	N/A	None
UP000315700_2527983	2527983	Bacteria	Caulifigura coniformis	N/A	N/A	None
UP000315711_688079	688079	Bacteria	Alkalihalobacillus nanhaiisediminis	N/A	N/A	None
UP000315722_2067415	2067415	Bacteria	Altererythrobacter sp. TH136	N/A	N/A	None
UP000315724_2527994	2527994	Bacteria	Thalassoglobus polymorphus	N/A	N/A	None
UP000315748_1871043	1871043	Bacteria	Variovorax sp.	N/A	N/A	None
UP000315750_2527972	2527972	Bacteria	Aeoliella mucimassa	N/A	N/A	None
UP000315884_115555	115555	Bacteria	Halomonas axialensis	N/A	N/A	None
UP000315891_1324796	1324796	Bacteria	Lysobacter lycopersici	N/A	N/A	None
UP000315901_2589817	2589817	Bacteria	Maribrevibacterium harenarium	N/A	N/A	None
UP000315916_51671	51671	Bacteria	Microbacterium sp.	N/A	N/A	None
UP000315971_543615	543615	Bacteria	Solitalea koreensis	N/A	N/A	None
UP000315994_2768446	2768446	Bacteria	Cellulomonas sp. SLBN-39	N/A	N/A	None
UP000315995_2292766	2292766	Bacteria	Persicimonas caeni	N/A	N/A	None
UP000316030_1010611	1010611	Bacteria	Thalassobius litoralis	N/A	N/A	None
UP000316082_2528034	2528034	Bacteria	Phycisphaerae bacterium RAS1	N/A	N/A	None
UP000316095_2527969	2527969	Bacteria	Rubinisphaera italica	N/A	N/A	None
UP000316096_1490222	1490222	Bacteria	Actinoallomurus bryophytorum	N/A	N/A	None
UP000316124_2068624	2068624	Bacteria	Zymomonas sp.	N/A	N/A	None
UP000316127_1955271	1955271	Bacteria	Allobacillus sp. SKP2-8	N/A	N/A	None
UP000316154_239	239	Bacteria	Flavobacterium sp.	N/A	N/A	FLASP
UP000316181_153494	153494	Bacteria	Rarobacter incanus	N/A	N/A	None
UP000316196_1753	1753	Bacteria	Propioniferax innocua	N/A	N/A	None
UP000316213_2714738	2714738	Bacteria	Rhodopirellula pilleata	N/A	N/A	None
UP000316214_50259	50259	Bacteria	Rubrivivax sp.	N/A	N/A	None
UP000316215_67282	67282	Bacteria	Streptomyces calvus	N/A	N/A	None
UP000316225_384678	384678	Bacteria	Paracoccus sulfuroxidans	N/A	N/A	None
UP000316238_2005002	2005002	Bacteria	Candidatus Electronema sp. GS	N/A	N/A	None
UP000316252_2590779	2590779	Bacteria	Schumannella sp. 10F1D-1	N/A	N/A	None
UP000316256_2546320	2546320	Bacteria	Rhodococcus spelaei	N/A	N/A	None
UP000316304_2528004	2528004	Bacteria	Novipirellula galeiformis	N/A	N/A	None
UP000316313_1293412	1293412	Bacteria	Swingsia samuiensis	N/A	N/A	None
UP000316330_1289167	1289167	Bacteria	Cohnella terricola	N/A	N/A	None
UP000316343_2584124	2584124	Bacteria	Erythrobacter insulae	N/A	N/A	None
UP000316365_2597518	2597518	Bacteria	Thalassolituus sp. C2-1	N/A	N/A	None
UP000316371_2594428	2594428	Bacteria	Flavobacterium restrictum	N/A	N/A	None
UP000316426_2528022	2528022	Bacteria	Botrimarina mediterranea	N/A	N/A	None
UP000316460_2220073	2220073	Bacteria	Bdellovibrio sp. NC01	N/A	N/A	None
UP000316473_1444684	1444684	Bacteria	Nitrosomonas stercoris	N/A	N/A	None
UP000316577_409	409	Bacteria	Methylobacterium sp.	N/A	N/A	None
UP000316584_1176533	1176533	Bacteria	Luteimonas granuli	N/A	N/A	None
UP000316598_2527999	2527999	Bacteria	Rubripirellula amarantea	N/A	N/A	None
UP000316639_2591470	2591470	Bacteria	Lentzea tibetensis	N/A	N/A	None
UP000316747_412689	412689	Bacteria	Humibacillus xanthopallidus	N/A	N/A	None
UP000316770_2527990	2527990	Bacteria	Rosistilla oblonga	N/A	N/A	None
UP000316778_104662	104662	Bacteria	Chitinophaga japonensis	Flexibacter japonensis	N/A	CHIJA
UP000316801_1387186	1387186	Bacteria	Rhizobium straminoryzae	N/A	N/A	None
UP000316806_68270	68270	Bacteria	Streptomyces spectabilis	N/A	N/A	STRST
UP000316827_1981880	1981880	Bacteria	Denitratisoma sp. DHT3	N/A	N/A	None
UP000316850_2590015	2590015	Bacteria	Shewanella sp. SNU WT4	N/A	N/A	None
UP000316851_872983	872983	Bacteria	Metamycoplasma neophronis	N/A	N/A	None
UP000316877_1566289	1566289	Bacteria	Lutibacter sp. Hel_I_33_5	N/A	N/A	None
UP000316921_2528011	2528011	Bacteria	Planctomycetes bacterium Pla133	N/A	N/A	None
UP000316968_2583377	2583377	Bacteria	Saccharibacillus brassicae	N/A	N/A	SACBS
UP000317004_60912	60912	Bacteria	Pseudonocardia sp.	N/A	N/A	None
UP000317007_713055	713055	Bacteria	TM7 phylum sp. oral taxon 353	N/A	N/A	None
UP000317010_652788	652788	Bacteria	Mucilaginibacter frigoritolerans	N/A	N/A	None
UP000317036_2163881	2163881	Bacteria	Paenibacillus sp. JC52	N/A	N/A	None
UP000317043_1496996	1496996	Bacteria	Stackebrandtia endophytica	N/A	N/A	None
UP000317078_1854500	1854500	Bacteria	Roseomonas nepalensis	N/A	N/A	None
UP000317093_2527975	2527975	Bacteria	Planctomycetes bacterium Pan216	N/A	N/A	None
UP000317149_2594476	2594476	Bacteria	Carboxylicivirga sp. M1479	N/A	N/A	None
UP000317155_38815	38815	Bacteria	Desulfuromonas acetexigens	N/A	N/A	None
UP000317169_2576776	2576776	Bacteria	Haloflavibacter putidus	N/A	N/A	None
UP000317178_2528007	2528007	Bacteria	Polystyrenella longa	N/A	N/A	None
UP000317181_1872122	1872122	Bacteria	Acidovorax sp.	N/A	N/A	None
UP000317199_2591633	2591633	Bacteria	Lysobacter alkalisoli	N/A	N/A	None
UP000317204_2593649	2593649	Bacteria	Aliiglaciecola sp. M165	N/A	N/A	None
UP000317209_69368	69368	Bacteria	Microbacterium saperdae	N/A	N/A	None
UP000317214_661191	661191	Bacteria	Neokomagataea tanensis	N/A	N/A	None
UP000317223_1871086	1871086	Bacteria	Brevundimonas sp.	N/A	N/A	None
